unique_registros_ID,species,taxon_nombre,status_type,nombre_type,comentarios,sexo,localidad_codigo,elev_min_etiq,elev_max_etiq,elev_unidad,dia,mes,ano,colector,coleccion,fecha,digitador,duplicate,lat_dec,lon_dec,latlong_fuente
50706,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Cali COL VC,,1000,m,3,Sep,1967,,FLMNH,,Samuel Landrian,duplicate,3.45,-76.51666667,Brown
50707,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50708,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50709,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Cali COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.45,-76.51666667,Brown
50710,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50711,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Bravo Rio COL VC,,,m,Oct-20,May,1986,,FLMNH,,Samuel Landrian,duplicate,3.893055556,-76.62166667,NIMA
50712,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50713,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Cali COL VC,,,m,10,Sep,1969,,FLMNH,,Samuel Landrian,duplicate,3.45,-76.51666667,Brown
50714,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Cali COL VC,,,m,25,Sep,1969,,FLMNH,,Samuel Landrian,duplicate,3.45,-76.51666667,Brown
50715,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Cali COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.45,-76.51666667,Brown
50716,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Cali COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.45,-76.51666667,Brown
50717,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Cali COL VC,,,m,31,Sep,1969,,FLMNH,,Samuel Landrian,duplicate,3.45,-76.51666667,Brown
50718,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50719,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50720,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Cali COL VC,,,m,10,Jun,1973,,FLMNH,,Samuel Landrian,duplicate,3.45,-76.51666667,Brown
50721,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Cali COL VC,,,m,24,May,1974,,FLMNH,,Samuel Landrian,duplicate,3.45,-76.51666667,Brown
50722,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Cali COL VC,,,m,3,Jan,1970,,FLMNH,,Samuel Landrian,duplicate,3.45,-76.51666667,Brown
50723,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Cali COL VC,,,m,15,May,1972,,FLMNH,,Samuel Landrian,duplicate,3.45,-76.51666667,Brown
50724,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
50725,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
